#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
1926,32,8,0,http://kardi.ru/ru/doctor,"Kardi.Ru - Контроль Вашего Сердца -Врачи",20,17,http://fnkc-fmba.ru/,"отделением Ренгено-хирургических методов диагностики и лечения №2 (нарушений ритма сердца)","ФГУЗ КБ №83 Федерального Медико-биологического агенства",,"Dofollow, Content",,"2019-11-17 16:21:32","2020-06-13 09:40:39",,ru,0,0,,13
1927,30,8,0,http://mail.medprofedu.ru/kafedri-i-kursi/kafedra-kardiologii/klinicheskaya-baza,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра кардиологии / Клиническая база",17,9,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,"Dofollow, Content",,"2019-05-05 19:27:14","2020-05-17 03:56:32",,,0,0,,7
1928,32,8,0,http://nd.theclassifiedsplus.com/news/three-russian-doctors-treating-the-coronavirus-have-fallen-out-of-windows-in-just-over-a-week?uid=138721,"Three Russian Doctors Treating The Coronavirus Have Fallen Out Of Windows In Just Over A Week",50,29,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"a result of an accident,” according to a Moscow hospital",statement,". She had been hospitalized with COVID-19.","Nofollow, Content",,"2020-05-27 12:45:40","2020-05-27 12:45:40",,en,0,0,,20
1929,31,8,0,https://tefter.io/bookmarks/395203/readable,"Why are Russian coronavirus doctors mysteriously falling out of windows? | Tefter",3,26,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"hospital where she died releasing a statement saying she “","died tragically","” in an “ accident ,” with no additional details","Dofollow, Content",,"2020-05-13 06:20:21","2020-05-13 06:20:21",,en,0,0,,19
1930,30,8,0,https://www.medprofedu.ru/kafedri-i-kursi/kafedra-obshestvennogo-zdorovya-i-zdravoohraneniya-pravovedeniya-i-informatiki/dopolnitelnie-professionalnie-programmi,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра общественного здоровья и здравоохранения / Клиническая база",17,9,https://fnkc-fmba.ru/,,www.fnkc-fmba.ru,,"Dofollow, Content",,"2019-05-01 20:21:55","2020-05-16 20:47:22",,,0,0,,7
1931,33,8,0,https://thewolf.ca/news/6905454/coronavirus-russia-doctors-windows/,"3 Russian doctors have fallen from hospital windows amid COVID-19 pandemic: reports | 101.5 The Wolf",52,91,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"called her death an “accident” in a statement also shared","on the training centre’s website.",,"Dofollow, Content",,"2020-06-11 18:43:09","2020-06-11 18:43:09",,en,0,0,,18
1932,30,8,0,https://www.funcdiag.medprofedu.ru/kafedri-i-kursi/kafedra-obshestvennogo-zdorovya-i-zdravoohraneniya-pravovedeniya-i-informatiki/dopolnitelnie-professionalnie-programmi,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра общественного здоровья и здравоохранения / Клиническая база",17,9,https://fnkc-fmba.ru/,,www.fnkc-fmba.ru,,"Dofollow, Content",,"2019-05-14 15:24:56","2020-05-09 02:05:16",,,0,0,,7
1933,30,8,0,https://mail.medprofedu.ru/kafedri-i-kursi/kafedra-obshestvennogo-zdorovya-i-zdravoohraneniya-pravovedeniya-i-informatiki/dopolnitelnie-professionalnie-programmi,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра общественного здоровья и здравоохранения / Клиническая база",17,9,https://fnkc-fmba.ru/,,www.fnkc-fmba.ru,,"Dofollow, Content",,"2019-05-14 22:49:55","2020-05-07 08:06:26",,,0,0,,7
1934,30,8,0,http://mail.medprofedu.ru/kafedri-i-kursi/kafedra-obshestvennogo-zdorovya-i-zdravoohraneniya-pravovedeniya-i-informatiki/dopolnitelnie-professionalnie-programmi,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра общественного здоровья и здравоохранения / Клиническая база",17,9,https://fnkc-fmba.ru/,,www.fnkc-fmba.ru,,"Dofollow, Content",,"2019-05-05 13:38:26","2020-05-06 18:05:43",,,0,0,,7
1935,31,8,0,https://www.tefter.io/bookmarks/393227/readable,"Third Russian Doctor Falls from Hospital Window Amid Coronavirus Outbreak | Tefter",3,5,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"Zvyozdny near Moscow, died in what a Moscow hospital called","""an accident.""","She was treated at the hospital for COVID-19.","Dofollow, Content",,"2020-05-08 09:59:04","2020-05-08 09:59:04",,en,0,0,,4
1936,30,8,0,https://www.funcdiag.medprofedu.ru/kafedri-i-kursi/kafedra-akusherstva-i-ginekologii,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра акушерства и гинекологии",18,11,https://fnkc-fmba.ru/,,http://www.kb83.com,,"Dofollow, Content",,"2019-05-16 13:59:47","2020-04-26 14:58:20",,,0,0,,8
1937,30,8,0,https://www.funcdiag.medprofedu.ru/kafedri-i-kursi/kafedra-akusherstva-i-ginekologii,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра акушерства и гинекологии",18,11,http://fnkc-fmba.ru/,,http://www.kb83.com,,"Dofollow, Content",,"2019-05-16 13:59:47","2020-04-26 14:58:20",,,0,0,,8
1938,30,8,0,https://mail.medprofedu.ru/kafedri-i-kursi/kafedra-kardiologii/klinicheskaya-baza,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра кардиологии / Клиническая база",17,9,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,"Dofollow, Content",,"2019-05-17 15:02:33","2020-04-30 21:52:36",,,0,0,,7
1939,30,8,0,https://www.funcdiag.medprofedu.ru/kafedri-i-kursi/kafedra-kardiologii/klinicheskaya-baza,"Академия постдипломного образования ФГБУ ФНКЦ ФМБА России / Кафедры и курсы / Кафедра кардиологии / Клиническая база",17,9,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,"Dofollow, Content",,"2019-05-17 00:23:39","2020-05-02 06:40:47",,,0,0,,7
1940,31,8,0,https://www.genesha.ru/forum/user/32460/,"Форум | Народная медицина, очищение организма, лечебное голодание, уринотерапия, правильное питание рецепты, лечебная физкультура упражнения, мужское и женское здоровье",18,12,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,Dofollow,,"2020-03-05 15:45:22","2020-03-05 15:45:22",,ru,0,0,,8
1941,31,8,0,http://auditme.ru/express/5955-kb83.com.html,"KB83.COM - онлайн SEO аудит сайта kb83.com и конкурентов, технический и SEO анализ сайта kb83.com бесплатно, скачать бесплатный поисковый аудит сайта kb83.com - AuditMe.",25,10,https://fnkc-fmba.ru/,,kb83.com,,Dofollow,,"2017-06-13 11:33:14","2020-06-09 16:24:13",,ru,0,0,,7
1942,31,8,0,http://auditme.ru/express/5955-kb83.com.html,"KB83.COM - онлайн SEO аудит сайта kb83.com и конкурентов, технический и SEO анализ сайта kb83.com бесплатно, скачать бесплатный поисковый аудит сайта kb83.com - AuditMe.",25,10,http://fnkc-fmba.ru/,,kb83.com,,Dofollow,,"2015-12-16 07:58:37","2020-06-09 16:24:13",,ru,0,0,,7
1943,30,8,0,https://orabote.biz/company/goto/id/101981,"О работе - Переход по ссылке на сайт компании ФНКЦ ФМБА России",6,2,https://fnkc-fmba.ru/,Нажмите,ПЕРЕЙТИ,,"Dofollow, Content",,"2020-05-13 01:28:23","2020-06-03 06:35:12",,ru,0,0,,1
1944,30,8,0,https://orabote.biz/company/goto/id/101981,"О работе - Переход по ссылке на сайт компании ФНКЦ ФМБА России",6,2,http://fnkc-fmba.ru/,Нажмите,ПЕРЕЙТИ,,"Dofollow, Content",,"2020-05-13 01:28:23","2020-06-03 06:35:12",,ru,0,0,,1
1945,30,8,0,https://orabote.biz/feedback/list/company/101981,"ФНКЦ ФМБА России Россия - Отзывы сотрудников компании - О Работе",13,2,https://fnkc-fmba.ru/,,,,Nofollow,,"2019-09-14 15:37:31","2020-06-03 06:25:16",,,0.01,0,,1
1946,30,8,0,https://orabote.biz/feedback/list/company/101981,"ФНКЦ ФМБА России Россия - Отзывы сотрудников компании - О Работе",13,2,http://fnkc-fmba.ru/,,,,Nofollow,,"2019-09-14 15:37:31","2020-06-03 06:25:16",,,0.01,0,,1
1947,30,8,0,https://orabote.biz/feedback/show/id/355844,"Отзыв о работодателе ФНКЦ ФМБА России - Россия - Аноним 03.06.2015 - О работе",9,2,https://fnkc-fmba.ru/,,,,Nofollow,,"2020-06-03 06:44:31","2020-06-03 06:44:31",,ru,0,0,,1
1948,30,8,0,https://orabote.biz/feedback/show/id/355844,"Отзыв о работодателе ФНКЦ ФМБА России - Россия - Аноним 03.06.2015 - О работе",9,2,http://fnkc-fmba.ru/,,,,Nofollow,,"2020-06-03 06:44:31","2020-06-03 06:44:31",,ru,0,0,,1
1949,30,8,0,https://orabote.biz/feedback/show/id/397289,"Отзыв о работодателе ФНКЦ ФМБА России - Россия - ольга 16.11.2015 - О работе",9,2,https://fnkc-fmba.ru/,,,,Nofollow,,"2020-06-03 06:44:35","2020-06-03 06:44:35",,ru,0,0,,1
1950,30,8,0,https://orabote.biz/feedback/show/id/397289,"Отзыв о работодателе ФНКЦ ФМБА России - Россия - ольга 16.11.2015 - О работе",9,2,http://fnkc-fmba.ru/,,,,Nofollow,,"2020-06-03 06:44:35","2020-06-03 06:44:35",,ru,0,0,,1
1951,30,8,0,http://detektivs.infoportal.lv/dir/86-18,"Медицинские организации и учреждения - Медицина и здоровье - Каталог сайтов - Рижский детектив",120,159,https://fnkc-fmba.ru/,,"Магнитно-резонансная томография мозга. Клиническая больница 83",,Dofollow,,"2018-11-08 22:05:30","2020-03-31 08:50:10",,bg,0,0,,62
1952,30,8,0,http://detektivs.infoportal.lv/dir/86-18,"Медицинские организации и учреждения - Медицина и здоровье - Каталог сайтов - Рижский детектив",120,159,http://fnkc-fmba.ru/,,"Магнитно-резонансная томография мозга. Клиническая больница 83",,Dofollow,,"2018-11-08 22:05:30","2020-03-31 08:50:10",,bg,0,0,,62
1953,30,8,0,https://websitelists.in/website-list-54.html,"website list, websitelists, most useful websites in india, useful websites for students, study websites for students, free listing",230,9474,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2020-05-24 13:17:38","2020-06-10 19:10:45",,,0.01,6,,4926
1954,30,8,0,https://websitelists.in/website-list-54.html,"website list, websitelists, most useful websites in india, useful websites for students, study websites for students, free listing",230,9474,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2020-05-24 13:17:38","2020-06-10 19:10:45",,,0.01,6,,4926
1955,30,8,0,https://www.websitelists.in/website-list-54.html,"website list, websitelists, most useful websites in india, useful websites for students, study websites for students, free listing",230,9460,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2020-05-31 20:47:18","2020-05-31 20:47:18",,en,0,0,,4922
1956,30,8,0,https://www.websitelists.in/website-list-54.html,"website list, websitelists, most useful websites in india, useful websites for students, study websites for students, free listing",230,9460,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2020-05-31 20:47:18","2020-05-31 20:47:18",,en,0,0,,4922
1957,30,8,0,http://www.infoportal.lv/dir/79-35,"- - Медицина и здоровье/Medicīna un veselības - Steampunk Latvia - Рижский информационный портал",47,48,https://fnkc-fmba.ru/,,"Больница неврологии, консультация гематолога. Звоните по т. (495) 395-63-21",,Dofollow,,"2018-11-18 06:21:32","2020-04-25 21:41:06",,ru,0,0,,30
1958,30,8,0,http://www.infoportal.lv/dir/79-35,"- - Медицина и здоровье/Medicīna un veselības - Steampunk Latvia - Рижский информационный портал",47,48,http://fnkc-fmba.ru/,,"Больница неврологии, консультация гематолога. Звоните по т. (495) 395-63-21",,Dofollow,,"2018-11-18 06:21:32","2020-04-25 21:41:06",,ru,0,0,,30
1959,30,8,0,http://www.promosila.ru/portfolio/4955/?id=4967,"Клиническая больница № 83 ФМБА России",16,7,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-01-03 05:53:11","2020-04-26 06:10:51",,ru,0,0,,6
1960,30,8,0,http://www.promosila.ru/portfolio/4955/?id=4967,"Клиническая больница № 83 ФМБА России",16,7,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-01-03 05:53:11","2020-04-26 06:10:51",,ru,0,0,,6
1961,30,8,0,http://www.promosila.ru/portfolio/4960/?id=4967,"Клиническая больница № 83 ФМБА России",16,7,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-01-05 03:08:59","2020-04-26 18:31:49",,ru,0,0,,6
1962,30,8,0,http://www.promosila.ru/portfolio/4960/?id=4967,"Клиническая больница № 83 ФМБА России",16,7,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-01-05 03:08:59","2020-04-26 18:31:49",,ru,0,0,,6
1963,30,8,0,http://www.promosila.ru/portfolio/4958/?id=4967,"Клиническая больница № 83 ФМБА России",16,7,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-01-04 00:32:25","2020-05-04 02:16:21",,ru,0,0,,6
1964,30,8,0,http://www.promosila.ru/portfolio/4958/?id=4967,"Клиническая больница № 83 ФМБА России",16,7,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-01-04 00:32:25","2020-05-04 02:16:21",,ru,0,0,,6
1965,31,8,0,https://news-life.pro/usman/243379697/,"Третий за последние две недели: в Воронеже из окна больницы упал врач, который рассказал правду об условиях работы. Новости Усмани (вчера, сегодня, сейчас) от News-Life (официальный сайт Ньюс-Лайф)",1242,43,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"это не первый подобный случай в российских больницах. Так, 24 апреля",погибла,"заведующая отделением скорой медицинской помощи Звездного городка Наталья Лебедева, которая","Nofollow, Content",,"2020-05-12 15:53:38","2020-05-12 15:53:38",,ru,0,0,,25
1966,30,8,0,http://rodim.ru/index.php?/blogs/entry/782791-fotochki/,"фоточки - Моя спонтанная многомногодетность - Конференции клуба Родим и вырастим",59,14,https://fnkc-fmba.ru/pages/mrt.php,,http://www.kb83.com/pages/mrt.php,,Nofollow,,"2020-03-17 04:13:07","2020-06-09 23:44:57",,ru,0,0,,11
1967,30,8,0,http://rodim.ru/index.php?/blogs/entry/782791-fotochki/,"фоточки - Моя спонтанная многомногодетность - Конференции клуба Родим и вырастим",59,14,http://fnkc-fmba.ru/pages/mrt.php,,http://www.kb83.com/pages/mrt.php,,Nofollow,,"2020-03-17 04:13:07","2020-06-09 23:44:57",,ru,0,0,,11
1968,28,8,0,https://slavyansk.superjob.ua/clients/fgbu-fgbu-fnkc-specializirovannyh-vidov-medicinskoj-pomoschi-i-medicinskih-tehnologij-fmba-rossii-180504.html,"Вакансии ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России в Славянске, работа в ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России на Superjob",37,11,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2019-07-10 06:45:39","2020-03-18 13:22:59",,ru,0,0,,3
1969,28,8,0,https://slavyansk.superjob.ua/clients/fgbu-fgbu-fnkc-specializirovannyh-vidov-medicinskoj-pomoschi-i-medicinskih-tehnologij-fmba-rossii-180504.html,"Вакансии ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России в Славянске, работа в ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России на Superjob",37,11,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2019-07-10 06:45:39","2020-03-18 13:22:59",,ru,0,0,,3
1970,4,8,1,http://www.medinline.ru/kb83/,"Федеральный научно-клинический центр ФМБА России",11,3,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru,,Nofollow,,"2017-06-30 08:32:06","2020-06-14 04:39:36",,ru,0,0,,2
1971,4,8,1,http://www.medinline.ru/kb83/,"Федеральный научно-клинический центр ФМБА России",11,3,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru,,Nofollow,,"2015-07-22 15:28:22","2020-06-14 04:39:36",,ru,0,0,,2
1972,30,8,0,http://популярная-медицина.рф/nuzhna-kompyuternaya-tomografiya-lyogki,"Нужна компьютерная томография лёгких? Федеральный научно-клинический центр ждёт вас! | Популярная Медицина",62,3,https://fnkc-fmba.ru/diagnostika/kompyuternaya-tomografiya-kt/kompyuternaya-tomografiya-legkikh/,,"Компьютерная томография легких","является диагностической методикой, связанной с неразрушающим послойным исследованием тканей обозначенного","Dofollow, Content",,"2017-11-21 04:28:43","2020-05-10 03:35:16",,ru,0,0,,2
1973,30,8,0,http://www.promosila.ru/portfolio/?id=4967,"Клиническая больница № 83 ФМБА России",16,8,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2017-06-16 06:16:43","2020-06-10 01:25:59",,ru,0.05,6,,7
1974,30,8,0,http://www.promosila.ru/portfolio/?id=4967,"Клиническая больница № 83 ФМБА России",16,8,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2016-01-01 08:13:57","2020-06-10 01:25:59",,ru,0.05,6,,7
1975,30,8,0,https://promosila.ru/portfolio/?id=4967,"Клиническая больница № 83 ФМБА России",16,8,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2017-07-10 02:58:00","2020-05-25 01:46:39",,ru,0,0,,7
1976,30,8,0,https://promosila.ru/portfolio/?id=4967,"Клиническая больница № 83 ФМБА России",16,8,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2016-11-25 00:13:09","2020-05-25 01:46:39",,ru,0,0,,7
1977,30,8,0,https://www.promosila.ru/portfolio/?id=4967,"Клиническая больница № 83 ФМБА России",16,8,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2019-04-19 22:20:21","2020-06-04 09:20:26",,ru,0,0,,7
1978,30,8,0,https://www.promosila.ru/portfolio/?id=4967,"Клиническая больница № 83 ФМБА России",16,8,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2019-04-19 22:20:21","2020-06-04 09:20:26",,ru,0,0,,7
1979,31,8,0,http://www.rosmed.ru/annonce/show/2393/Novaya_urologicheskaya_operacionnaya_otkroetsya_v_FNKC_FMBA_Rossii,"Новая урологическая операционная откроется в ФНКЦ ФМБА России",23,10,https://fnkc-fmba.ru/,,"Федеральный научно-клинический центр ФМБА России","объявляет об открытии новой урологической операционной комнаты. Операционный зал будет","Dofollow, Content",,"2017-06-26 19:14:58","2020-05-27 00:46:11",,ru,0,0,,6
1980,31,8,0,http://www.rosmed.ru/annonce/show/2432/Provedenie_laparaskopii_pri_nalichii_soputstvuyushchih_patologiy_u_pacienta,"Проведение лапараскопии при наличии сопутствующих патологий у пациента",20,10,https://fnkc-fmba.ru/,"к минимуму. Родные пациентки принесли глубочайшую благодарность коллективу онкологического отделения","ФНКЦ ФМБА России","и отметили особую деликатность и высокий профессионализм врачей. Узнать больше","Dofollow, Content",,"2017-09-13 22:52:38","2020-06-10 07:49:50",,ru,0,0,,6
1981,31,8,0,http://www.rosmed.ru/annonce/show/2864/Mastopatiya_molochnyh_zhelez,"Мастопатия молочных желез",21,10,https://fnkc-fmba.ru/diagnostika/ultrazvukovaya-diagnostika-uzi/uzi-molochnyh-zhelez/,"Проходить регулярные осмотры у маммолога и гинеколога, обязательное исследование на","УЗИ молочных желез","или маммография.","Dofollow, Content",,"2020-02-27 08:02:14","2020-06-16 02:46:23",,ru,0,0,,6
1982,31,8,0,http://www.rosmed.ru/news/show/2393/Novaya_urologicheskaya_operacionnaya_otkroetsya_v_FNKC_FMBA_Rossii,"Новая урологическая операционная откроется в ФНКЦ ФМБА России",24,11,https://fnkc-fmba.ru/,,"Федеральный научно-клинический центр ФМБА России","объявляет об открытии новой урологической операционной комнаты. Операционный зал будет","Dofollow, Content",,"2017-06-27 14:23:01","2020-06-14 23:05:46",,ru,0,0,,6
1983,30,8,0,https://boom997.com/news/6905454/coronavirus-russia-doctors-windows/,"3 Russian doctors have fallen from hospital windows amid COVID-19 pandemic: reports | boom 99.7",43,91,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"called her death an “accident” in a statement also shared","on the training centre’s website.",,"Dofollow, Content",,"2020-06-11 10:20:46","2020-06-11 10:20:46",,en,0,0,,21
1984,31,8,0,https://magic106.com/news/6905454/coronavirus-russia-doctors-windows/,"3 Russian doctors have fallen from hospital windows amid COVID-19 pandemic: reports | Magic 106",47,88,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"called her death an “accident” in a statement also shared","on the training centre’s website.",,"Dofollow, Content",,"2020-06-11 11:25:14","2020-06-11 11:25:14",,en,0,0,,18
1985,30,8,0,http://www.promosila.ru/portfolio/4949/?id=4967,"Клиническая больница № 83 ФМБА России",16,7,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-01-06 03:15:17","2020-04-22 23:23:26",,ru,0,0,,6
1986,30,8,0,http://www.promosila.ru/portfolio/4949/?id=4967,"Клиническая больница № 83 ФМБА России",16,7,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-01-06 03:15:17","2020-04-22 23:23:26",,ru,0,0,,6
1987,30,8,0,http://detektivs.infoportal.lv/dir/79-49,"Медицина и здоровье - Каталог сайтов - Рижский детектив",122,155,https://fnkc-fmba.ru/,,"Магнитно-резонансная томография мозга. Клиническая больница 83",,Dofollow,,"2017-06-12 18:10:35","2020-03-30 19:26:57",,ru,0,0,,63
1988,30,8,0,http://detektivs.infoportal.lv/dir/79-49,"Медицина и здоровье - Каталог сайтов - Рижский детектив",122,155,http://fnkc-fmba.ru/,,"Магнитно-резонансная томография мозга. Клиническая больница 83",,Dofollow,,"2016-04-26 01:22:15","2020-03-30 19:26:57",,ru,0,0,,63
1989,30,8,0,http://www.infoportal.lv/dir/86-16,"- Медицинские организации и учреждения - Медицина и здоровье/Medicīna un veselības - Steampunk Latvia - Рижский информационный портал",71,71,https://fnkc-fmba.ru/,,"Больница неврологии, консультация гематолога. Звоните по т. (495) 395-63-21",,Dofollow,,"2018-11-10 14:55:13","2020-06-16 00:53:05",,ru,0,0,,23
1990,30,8,0,http://www.infoportal.lv/dir/86-16,"- Медицинские организации и учреждения - Медицина и здоровье/Medicīna un veselības - Steampunk Latvia - Рижский информационный портал",71,71,http://fnkc-fmba.ru/,,"Больница неврологии, консультация гематолога. Звоните по т. (495) 395-63-21",,Dofollow,,"2018-11-10 14:55:13","2020-06-16 00:53:05",,ru,0,0,,23
1991,28,8,0,https://marganec.superjob.ua/clients/fgbu-fgbu-fnkc-specializirovannyh-vidov-medicinskoj-pomoschi-i-medicinskih-tehnologij-fmba-rossii-180504.html,"Вакансии ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России в Марганце, работа в ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России на Superjob",37,12,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2019-07-19 06:14:00","2020-04-14 08:32:12",,ru,0,0,,3
1992,28,8,0,https://marganec.superjob.ua/clients/fgbu-fgbu-fnkc-specializirovannyh-vidov-medicinskoj-pomoschi-i-medicinskih-tehnologij-fmba-rossii-180504.html,"Вакансии ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России в Марганце, работа в ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России на Superjob",37,12,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2019-07-19 06:14:00","2020-04-14 08:32:12",,ru,0,0,,3
1993,28,8,0,https://borispol.superjob.ua/clients/fgbu-fgbu-fnkc-specializirovannyh-vidov-medicinskoj-pomoschi-i-medicinskih-tehnologij-fmba-rossii-180504.html,"Вакансии ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России в Борисполе, работа в ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России на Superjob",43,11,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2019-12-25 22:35:05","2020-03-17 11:05:18",,ru,0,0,,3
1994,28,8,0,https://borispol.superjob.ua/clients/fgbu-fgbu-fnkc-specializirovannyh-vidov-medicinskoj-pomoschi-i-medicinskih-tehnologij-fmba-rossii-180504.html,"Вакансии ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России в Борисполе, работа в ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России на Superjob",43,11,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2019-12-25 22:35:05","2020-03-17 11:05:18",,ru,0,0,,3
1995,32,8,0,https://headinsider.net/2020/02/17/mrt-dlja-chjego-primjenjajetsja-i-kak-prokhodit-issljedovanije/,"МРТ: для чего применяется и как проходит исследование",24,15,https://fnkc-fmba.ru/diagnostika/magnitno-rezonansnaya-tomografiya/,Стандартное,мрт,"исследование длится около 20-30 минут, но оно может быть и",Dofollow,,"2020-02-21 13:54:58","2020-06-11 11:09:37",,ru,0,0,,10
1996,28,8,0,https://khartsyzsk.superjob.ua/clients/fgbu-fgbu-fnkc-specializirovannyh-vidov-medicinskoj-pomoschi-i-medicinskih-tehnologij-fmba-rossii-180504.html,"Вакансии ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России в Харцызске, работа в ФГБУ ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России на Superjob",37,10,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2019-08-04 11:33:19","2020-04-17 18:26:48",,ru,0,0,,3
